Id,InstructorId,SubjectId,Title,Language,ThumbnailUrl,Price,Rating,Duration,TotalEnrolled,DeductionAmount,LastUpdatedDate,UploadDate,Level,DeductionType,LearningObjectives,LecturesLinks,EnrolledStudentsIds,PictureUrl,Reviews
1,2,6,JavaScript for Frontend Development,English,https://placekitten.com/91/168,689,2.6,2,866,1,2024-04-04,2024-02-28,Intermediate,Fixed,"Upon completion of the course ""JavaScript for Frontend Development,"" students will be able to: 
1. Understand the fundamentals of JavaScript programming language
2. Create interactive and dynamic web applications using JavaScript
3. Implement event handling and manipulation of the DOM with JavaScript
4. Utilize AJAX for asynchronous communication with servers
5. Apply JavaScript frameworks and libraries for frontend development purposes.",http://sanders.com/,"[32562, 98489, 24311, 84958, 33578, 2895, 37046, 46714, 733, 77002, 20613, 81877, 41119, 4039, 64937, 22760, 23179, 34663, 24288, 38824, 47592, 79877, 58453, 12249, 94344, 51064, 85054, 1042, 35731, 97460, 8375, 60703, 96109, 16753, 62670, 14968, 16761, 90246, 7596, 9627, 49747, 18770, 51099, 81396]",https://placekitten.com/1002/134,"[{'Rating': 2.1, 'Comment': 'Opportunity floor say six month. Grow fact through continue industry nothing sense win. Term next eye pass. Already card organization at hold.'}]"
1,2,6,Backend Development with Node.js,English,https://picsum.photos/332/94,452,4.7,95,611,1,2024-04-07,2024-03-20,Intermediate,Fixed,"- Understand the basics of backend development using Node.js
- Learn how to create RESTful APIs using Node.js and Express
- Gain knowledge in handling data storage and retrieval with MongoDB
- Develop skills in authentication and authorization processes in Node.js
- Learn how to test and debug Node.js applications efficiently
- Explore best practices for building scalable and secure backend applications with Node.js",https://briggs.com/,"[89416, 1483, 38580, 69714, 37582, 17508, 73779, 72684, 61952, 71205, 73419, 32534, 40498, 21150, 55547, 47800, 92540, 83194, 64913, 26651, 46264, 4395, 39459, 18283, 63774, 25663, 53836, 20345, 39559, 56193, 66952]",https://placekitten.com/1016/458,"[{'Rating': 1.3, 'Comment': 'Improve out radio fact realize card hundred. Close agreement blood more police create career.'}, {'Rating': 5.0, 'Comment': 'Stage tree guess community southern consumer fear news. Ball energy single response son go. Interview well stage interview police increase art.'}, {'Rating': 1.2, 'Comment': 'Option north computer.'}, {'Rating': 2.7, 'Comment': 'Cultural water arrive short hour grow today. Begin dinner spend kid. Ability audience fire.'}, {'Rating': 2.6, 'Comment': 'Region total question rest away. President from hot agency themselves apply. Far able few just.'}, {'Rating': 3.6, 'Comment': 'Line recognize bill. And simply always everyone stay threat. By would conference avoid.'}, {'Rating': 2.5, 'Comment': 'Eight across different time day. Join nice several paper where brother of. Common business military speech religious debate sound. North too drive catch majority.'}, {'Rating': 3.6, 'Comment': 'Investment available woman suddenly set answer. Society important prevent we standard let.'}]"
1,9,6,Full-Stack Web Development,English,https://placekitten.com/641/554,191,4.6,78,638,2,2024-04-07,2024-03-01,Advanced,Percentage,"By the end of this course, students will be able to:
1. Design and develop dynamic, interactive front-end web applications using HTML, CSS, and JavaScript.
2. Create and manage databases and server-side applications using frameworks like Node.js and MongoDB.
3. Implement responsive design principles for optimal user experience across various devices.
4. Utilize version control systems like Git to collaborate on projects and track changes.
5. Deploy and maintain web applications using cloud services like AWS or Heroku.",http://perez.net/,"[80611, 1887, 25367, 87786, 58482, 52155, 67532, 36212, 23977, 78845, 46967, 11745, 7631, 28599, 29859, 57875, 74374, 47987, 49811, 15921, 52994, 9943, 7838, 45750, 94946, 37721, 76802, 5693, 92765, 32064, 27377, 68262, 87339, 65963, 19265, 29084, 66704, 47013, 40306]",https://picsum.photos/945/593,"[{'Rating': 2.0, 'Comment': 'About local ago president society. Whole ability school still watch.'}, {'Rating': 3.9, 'Comment': 'Natural this body collection say. Budget lose your. Term impact build analysis.'}, {'Rating': 3.0, 'Comment': 'Number oil fly beyond about meet yeah. Camera reflect school claim quality street rest down.'}, {'Rating': 3.0, 'Comment': 'Write book adult score. Moment set section employee raise main. Store hold again cut again.'}, {'Rating': 3.3, 'Comment': 'Create natural wide peace. Attention clear nation person especially. Maybe body leg kind various half leg listen. Anything base money take however.'}, {'Rating': 4.4, 'Comment': 'Civil democratic official room throughout. Then quality agent address keep maintain. Within option from my.'}, {'Rating': 4.1, 'Comment': 'Black billion answer hear so. Cause commercial role involve somebody hair. All benefit wear material back follow.'}, {'Rating': 4.5, 'Comment': 'Particular film left large market treatment. People around man drop. Second would every task material.'}, {'Rating': 3.8, 'Comment': 'Provide against their ok during. Politics listen near no whom. Success police general purpose claim.'}, {'Rating': 1.0, 'Comment': 'Car teacher firm population public audience others management. Employee Mrs concern score. Like couple join no.'}]"
1,5,6,Responsive Web Design Principles,English,https://placekitten.com/449/966,448,2.6,17,255,2,2024-02-06,2024-01-21,Beginner,Percentage,"By the end of this course, students will be able to:
- Understand the principles of responsive web design and its importance in modern web development.
- Design flexible and fluid layouts that adapt to different screen sizes and devices.
- Implement media queries to create responsive designs that are accessible on various platforms.
- Optimize images and content for faster loading times and improved user experience.
- Test and troubleshoot responsive designs across different devices and browsers to ensure compatibility.",https://www.hernandez-shields.info/,"[97292, 38540, 53081, 12758, 36531, 6932, 70622, 65948, 75250, 79247, 75723, 14929, 94734, 5858, 62946, 42236, 2100, 61399, 67324, 89743, 54122, 99530, 37938, 6876, 78238, 26671, 41699, 75948, 22294, 55350, 63932, 48366, 85470, 91356, 69488, 5405, 58092, 24353, 10464, 21210, 91255, 55666, 60385, 99631, 5522, 68662, 39148]",https://picsum.photos/668/71,"[{'Rating': 4.4, 'Comment': 'See say leader traditional blue increase draw together. Themselves three age recognize catch new any. Trouble whose world idea me.'}, {'Rating': 2.6, 'Comment': 'Parent bring bag student.'}]"
1,9,6,CSS Frameworks: Bootstrap and Tailwind CSS,English,https://picsum.photos/146/799,188,4.6,34,970,7,2024-02-03,2024-01-27,Advanced,Percentage,"Upon completion of this course, students should be able to: 
- Understand the principles and benefits of using CSS frameworks such as Bootstrap and Tailwind CSS
- Implement responsive web design using Bootstrap's grid system
- Customize and extend Bootstrap components to achieve a unique design
- Utilize Tailwind CSS utility classes to style web elements efficiently
- Compare and contrast the features and uses of Bootstrap and Tailwind CSS
- Create a responsive and visually appealing website using these CSS frameworks.",http://hamilton.com/,"[36347, 32353, 9339, 86094, 81053, 13897, 90683, 64622, 9569, 73053, 46649, 35515, 936, 9999, 32228, 35134, 49477, 69233, 3672]",https://dummyimage.com/842x145,"[{'Rating': 4.0, 'Comment': 'Culture drop reason authority nothing factor capital.'}, {'Rating': 2.6, 'Comment': 'Music spring ready lose I goal major break. Thus through herself present. Make company community sort give fact behind.'}, {'Rating': 2.7, 'Comment': 'Citizen player traditional cup beyond learn line finish. Determine in and thank clearly student would.'}, {'Rating': 1.1, 'Comment': 'Determine one analysis always safe. Must never recent at. Media seat dark doctor sell. Address training assume group deal sometimes.'}, {'Rating': 5.0, 'Comment': 'Citizen local that speak industry drop remain science. Approach full meet ago thank wall rise scene.'}]"
1,2,6,Building RESTful APIs with Express.js,English,https://dummyimage.com/50x816,577,3.3,80,751,10,2024-04-20,2024-04-03,Intermediate,Fixed,"By the end of this course, you will be able to: 
1. Understand the concept of RESTful APIs and their importance in web development.
2. Implement CRUD operations using Express.js to interact with a database.
3. Create endpoints for different HTTP methods such as GET, POST, PUT, and DELETE.
4. Handle request parameters, headers, and payloads in API endpoints.
5. Implement authentication and authorization mechanisms for secure API access.
6. Utilize middleware functions to enhance the functionality and security of the APIs.
7. Test and debug RESTful APIs using tools like Postman and Jest.",http://jones.com/,"[43131, 85419, 18558, 94470, 79297, 64099, 47742, 31004, 40713, 93531, 59070, 61303, 82370, 4665, 66163, 39385, 72619, 47359, 63004, 28051, 81616, 43519, 76049, 81567, 66294, 96237, 37830, 93847, 65769, 83194, 693, 90020, 52760, 42550, 59762, 34905, 7499]",https://dummyimage.com/601x307,"[{'Rating': 4.2, 'Comment': 'Or myself trip sense table power rate grow. Name get through us tree.'}]"
1,2,6,Database Integration with MongoDB,English,https://dummyimage.com/59x17,81,4.3,10,433,1,2024-02-20,2024-01-18,Advanced,Fixed,"- Understand the basics of MongoDB and NoSQL databases
- Learn how to integrate MongoDB with various programming languages and frameworks
- Gain proficiency in designing and implementing MongoDB databases
- Explore best practices for data modeling and querying in MongoDB
- Develop skills in managing and optimizing MongoDB databases for performance
- Apply knowledge of MongoDB to real-world projects and scenarios",https://www.crosby-boone.com/,"[81934, 3212, 60811, 80705, 55522, 92202, 35115, 59748, 22719, 42081, 56854, 4498, 23699, 42729, 4582, 79940, 70237, 10088, 45303, 40455, 42130, 55951, 6159, 38444, 79218, 1698, 84882, 10421, 67644, 78005, 23936, 32935, 90976, 42755, 29874]",https://picsum.photos/420/663,"[{'Rating': 3.5, 'Comment': 'Budget ahead set shoulder almost contain partner. Discussion score paper. Close future let authority billion ability deal.'}, {'Rating': 4.3, 'Comment': 'Indeed onto policy already. Adult draw fine degree black. President people chance.'}]"
1,9,6,Authentication and Authorization in Web Applications,English,https://picsum.photos/674/927,71,2.4,76,912,5,2024-02-04,2024-04-09,Beginner,Percentage,"- Identify the difference between authentication and authorization in web applications
- Understand various authentication methods and their implementation in web development
- Implement secure authentication and authorization mechanisms to protect sensitive data in web applications
- Analyze common security vulnerabilities related to authentication and authorization in web applications
- Design and develop secure authentication and authorization workflows to ensure data confidentiality and integrity in web applications",https://reed-rodgers.biz/,"[26274, 61054, 38087, 59336, 7587, 67199, 37251, 64103, 94893, 14177, 75501, 97619, 69168, 72903, 8813, 14434, 6047, 36708, 29037, 27397, 91780, 88058, 94496, 78296, 61526, 20086, 15085, 80948, 12021, 87594, 3583, 27618, 64544, 64985, 26132, 57983, 40020, 78051, 98666, 87374, 57914, 24449, 13133, 77787]",https://placekitten.com/477/281,"[{'Rating': 2.0, 'Comment': 'Partner I read real miss husband. Expert air live answer.'}, {'Rating': 4.4, 'Comment': 'Pm card air commercial. According music student outside environment happen while expert. Stand old protect agent.'}, {'Rating': 1.4, 'Comment': 'Foot deal eight window environment central system. Every could sing prove. Baby forget condition debate simple like themselves.'}, {'Rating': 3.3, 'Comment': 'Organization rather summer growth. Order defense third writer song.'}, {'Rating': 2.6, 'Comment': 'Difference raise much whom serious kind. New western able personal today around. See pretty write ever.'}, {'Rating': 4.7, 'Comment': 'Pressure student arrive response property. Even sure human different.'}]"
1,9,6,Web Security Best Practices,English,https://picsum.photos/91/645,69,3.1,77,744,1,2024-03-15,2024-02-18,Intermediate,Percentage,"By the end of this course, students will be able to: 
- Identify common web security vulnerabilities
- Implement best practices for securing web applications
- Conduct security audits and vulnerability assessments
- Develop and implement a comprehensive web security strategy
- Utilize tools and techniques to protect against common cyber threats
- Stay up-to-date on the latest trends and developments in web security.",http://petersen.org/,"[61778, 57268, 74525, 14413, 50791]",https://picsum.photos/251/126,"[{'Rating': 4.8, 'Comment': 'Concern result dog teacher evidence model. Attorney team attorney family consumer.'}, {'Rating': 3.8, 'Comment': 'Cost race ability soon. Reduce soldier story word. Question opportunity establish civil move movie fact environment.'}, {'Rating': 2.3, 'Comment': 'Mouth line receive wrong fund discover control wonder. War Congress green soon.'}]"
1,7,6,Web Performance Optimization Techniques,English,https://placekitten.com/308/112,840,1.5,97,424,5,2024-04-15,2024-03-12,Intermediate,Fixed,"By the end of the course, students will be able to: 
1. Understand the importance of web performance optimization in creating a positive user experience. 
2. Identify common performance bottlenecks in web applications and websites. 
3. Implement techniques to improve loading times, reduce page size, and minimize server response times. 
4. Utilize tools and metrics to measure and analyze web performance. 
5. Develop strategies for continuous performance monitoring and optimization.",https://friedman.com/,"[26199, 1412, 74145, 5904]",https://placekitten.com/409/831,"[{'Rating': 1.6, 'Comment': 'Alone begin detail guy a meeting. Sure thus paper improve.'}]"
1,7,6,Advanced JavaScript Concepts,English,https://picsum.photos/41/898,184,4.2,29,904,1,2024-01-15,2024-04-03,Advanced,Percentage,"- Understand advanced JavaScript concepts such as closures, prototypal inheritance, and higher-order functions
- Implement design patterns using JavaScript
- Utilize asynchronous programming techniques like promises and async/await
- Create and manipulate complex data structures using JavaScript
- Implement error handling and debugging strategies in JavaScript applications",http://www.gibson.biz/,"[72198, 48977, 78151, 8177, 33134, 49071, 16852, 33953, 47783, 54668, 36401, 69116, 19750, 8433, 89696, 47600, 718, 71833, 27042, 38339, 89958, 66633, 93383, 32693, 71252, 83135, 62540, 45128, 477, 36476, 26666, 40908, 45192, 8370, 88095, 41851, 14023, 94842, 47136, 92998, 37609, 585, 78514, 21674, 21511, 7631, 36544, 99948, 1341, 81201]",https://dummyimage.com/342x714,"[{'Rating': 3.2, 'Comment': 'Above fire more cover feeling yard example. West himself lose south create attention. Hotel hospital two game six learn heart near. Physical raise federal.'}, {'Rating': 4.5, 'Comment': 'Voice baby either realize wall goal indicate. Newspaper eye through cut provide win apply. Against again energy eight major Mrs bag get. After key model fund nature prevent.'}, {'Rating': 1.9, 'Comment': 'Environmental really event edge me. Mind standard guess produce bad.'}, {'Rating': 1.9, 'Comment': 'Join full artist son feeling hit. Teacher forward offer simply grow somebody. Strong cost owner in identify.'}, {'Rating': 3.4, 'Comment': 'Mind door benefit identify. Off truth least writer political. Out art hot more positive. Throw many same.'}, {'Rating': 3.9, 'Comment': 'Water past structure guess several technology establish. None watch southern prevent child her old. Raise many rich discussion rather receive.'}]"
1,9,6,Build Your Own Website Project,English,https://picsum.photos/687/287,242,2.4,17,84,6,2024-04-20,2024-02-19,Intermediate,Fixed,"Students will be able to: 
1. Understand the basic principles of website design and development.
2. Create a functional and visually appealing website using HTML, CSS, and JavaScript.
3. Utilize website hosting services and domain registration.
4. Implement responsive design techniques to ensure the website is accessible on various devices.
5. Test and debug any errors in the website's code.
6. Implement basic search engine optimization strategies to improve website visibility.
7. Understand and implement basic web security practices to protect user data.",https://www.gaines-wright.com/,"[31990, 83763, 82210, 30434, 47577]",https://placekitten.com/993/423,"[{'Rating': 3.7, 'Comment': 'Ask condition stay. Television sometimes property.'}]"
1,9,6,Real-Time Web Applications with WebSocket,English,https://placekitten.com/336/323,744,4.8,8,848,7,2024-01-30,2024-02-15,Intermediate,Percentage,"- Understand the concept of WebSocket and its advantages for real-time web applications.
- Implement WebSocket connections in web applications using JavaScript.
- Develop real-time features such as chat systems, notifications, and live updates using WebSocket.
- Optimize WebSocket connections for performance and scalability.
- Troubleshoot and debug WebSocket connections in web applications.",https://www.reynolds-smith.com/,"[1542, 56332, 2023, 91935, 60427, 43029, 11691, 94871, 44027, 91753, 41878, 64848, 10850, 23711, 39967, 52969, 97929, 56035, 87435, 62697, 81873]",https://picsum.photos/397/364,"[{'Rating': 1.8, 'Comment': 'At between teach indicate hear cover move. Name avoid section technology article red more media. Sport specific data.'}, {'Rating': 4.6, 'Comment': 'Control ahead way unit although voice finally. Class democratic fear not summer threat I. Serious well soldier true. Position year small every act any.'}, {'Rating': 3.7, 'Comment': 'Rather film behind rest but father appear night. And current its participant together glass.'}, {'Rating': 1.4, 'Comment': 'Only hot significant recently particularly. Decade tonight situation music. Protect training pick something support picture food.'}, {'Rating': 3.8, 'Comment': 'Major picture prevent various. Require employee some. Suggest run north that friend run maintain.'}]"
1,5,6,GraphQL: Modern API for Frontend Development,English,https://placekitten.com/29/228,58,2.1,39,298,5,2024-01-27,2024-04-11,Beginner,Percentage,"Upon completion of the course ""GraphQL: Modern API for Frontend Development,"" students will be able to:
- Understand the fundamentals of GraphQL and its advantages over traditional REST APIs
- Create GraphQL schemas and queries using GraphQL syntax
- Integrate GraphQL into frontend applications using popular frameworks such as React
- Utilize advanced features of GraphQL, including mutations and subscriptions
- Implement best practices for optimizing and securing GraphQL APIs
- Troubleshoot common issues and errors that may arise when working with GraphQL.",https://www.moore.com/,"[13967, 46572, 17364, 27632, 94909, 97896, 81254, 31423, 79345, 42055, 32261, 65143, 3191, 7538, 37839, 40943, 84728, 30351, 17413, 94196, 47548, 57008, 57255, 65910, 66665, 44067, 38716, 17646, 58042, 18133, 17842, 54980, 13467, 54740, 68754, 28731, 1589, 43150, 7459, 32279, 42413, 78307, 42374, 8077, 68255, 80032]",https://picsum.photos/639/497,"[{'Rating': 1.9, 'Comment': 'Charge deal young light break. Create let behind black number north pick.'}]"
1,5,6,Microservices Architecture in Web Development,English,https://picsum.photos/255/847,903,3.2,15,10,2,2024-04-28,2024-03-02,Advanced,Percentage,"Upon completion of the course ""Microservices Architecture in Web Development,"" students will be able to:
- Understand the concept of microservices and their benefits in web development.
- Design and implement microservices architecture in web applications.
- Utilize technologies such as Docker and Kubernetes to deploy and manage microservices.
- Implement communication between microservices using APIs.
- Employ best practices for monitoring, scaling, and securing microservices in a web development environment.",https://www.ayala-silva.com/,"[64373, 1282, 1662, 6310, 82954, 43926, 50303, 44721, 96053, 5127, 14007, 83020, 57540, 6308, 31792, 38157, 75139, 79552, 52581, 49434, 22838, 77540, 68014, 40696, 37118, 53873, 45462, 84467, 40924, 56596, 7629, 58221, 31425, 60150, 74418, 59149, 52977, 40947, 16012, 14684, 93936, 75676, 78024, 41477]",https://picsum.photos/908/216,"[{'Rating': 2.0, 'Comment': 'Medical why positive. Run deep reality. Development at tonight you gas although health.'}]"
1,2,6,Progressive Web Apps Development,English,https://dummyimage.com/682x1011,787,1.8,67,25,6,2024-04-13,2024-04-18,Beginner,Fixed,"- Understand the fundamentals of Progressive Web Apps (PWAs)
- Develop responsive web applications that work across different devices and platforms
- Implement service workers and offline functionality to enhance user experience
- Utilize web app manifest and push notifications for engaging user interactions
- Increase web app performance through caching and optimizing resources
- Apply best practices in Web App Development to create high-quality PWAs.",https://www.miller-tate.com/,"[11509, 85355, 99458, 58829, 84644, 76082, 32384, 43915, 54337, 50526, 54993, 56549, 94137, 59396, 6606, 4564, 62816, 53011, 47459, 69255, 47267, 74600, 88963, 77763, 87645, 53472, 49306, 50559, 28838, 8615, 14564, 28961, 39744, 42568, 69842, 19247, 83942, 3314, 4934, 63987, 19956, 10489, 86346, 42426, 23763, 87736, 48735, 44881, 84017, 12144]",https://placekitten.com/726/61,"[{'Rating': 1.5, 'Comment': 'Fight so build major condition represent special. Program religious if bad quality. Training company pick science sport.'}, {'Rating': 2.8, 'Comment': 'Degree pattern establish executive factor may sort shake. Who responsibility public expect rule pick herself maybe. With two since. Career season black individual offer.'}, {'Rating': 2.3, 'Comment': 'Boy politics occur Congress attack where ever. Different analysis response community the. Attorney kid either suggest girl. Analysis federal on test range relationship line deal.'}, {'Rating': 3.3, 'Comment': 'Congress entire choose task. Likely local positive start show. Administration hit system ready skin particularly.'}, {'Rating': 4.5, 'Comment': 'At follow too tend. Break lot news hundred answer. Perform parent then best red. Admit painting see less pay catch oil.'}, {'Rating': 2.8, 'Comment': 'Think wife smile town age none though. Sit remember popular watch different.'}]"
1,2,6,Serverless Architecture with AWS Lambda,English,https://dummyimage.com/131x609,460,4.0,29,2,2,2024-03-21,2024-01-30,Beginner,Fixed,"By the end of this course, students will be able to: 
- Understand the principles and benefits of serverless architecture
- Create and deploy functions using AWS Lambda
- Integrate Lambda functions with other AWS services
- Optimize performance and cost-efficiency of serverless applications
- Implement security best practices for serverless architecture
- Troubleshoot common issues and errors in serverless applications.",http://lamb.biz/,"[44123, 72216, 24783, 64052, 78722, 39596, 59768, 9839, 800, 60179, 78468, 15232, 28151, 85494, 86910]",https://picsum.photos/536/486,"[{'Rating': 3.9, 'Comment': 'Cultural hair same deal suggest. Voice but carry create value bit minute.'}, {'Rating': 1.8, 'Comment': 'Light here across tell. Though event sell fear join guy own.'}, {'Rating': 1.9, 'Comment': 'Notice TV war control. Deep policy member peace message growth. Party place style.'}, {'Rating': 1.7, 'Comment': 'Tonight worker produce total development. Hear board while.'}]"
1,2,6,Web Accessibility Standards,English,https://picsum.photos/283/201,850,4.5,40,355,2,2024-01-03,2024-03-24,Advanced,Percentage,"By the end of the course, students will be able to:
1. Understand the importance of web accessibility standards and the impact they have on users with disabilities.
2. Apply WCAG guidelines to create accessible web content.
3. Identify common accessibility barriers on websites and implement solutions to address them.
4. Test websites for accessibility compliance and make necessary adjustments to ensure inclusivity for all users.",https://lamb.com/,[61168],https://picsum.photos/545/701,"[{'Rating': 4.1, 'Comment': 'All run reduce begin. Capital important ahead season lead seem behind treat. Hot race political area culture.'}, {'Rating': 2.9, 'Comment': 'Find alone manage. Activity require perhaps baby do.'}, {'Rating': 2.7, 'Comment': 'Two hour recent citizen deal change. Within business community themselves develop life. Past growth start wife military enough I.'}, {'Rating': 2.1, 'Comment': 'Oil let fine throughout season. Reduce forget include production.'}, {'Rating': 3.1, 'Comment': 'Another day yourself should look woman number edge. Activity however feeling long reduce network.'}]"
1,5,6,Docker Containers for Web Development,English,https://placekitten.com/427/904,497,2.1,19,712,6,2024-03-05,2024-03-25,Intermediate,Fixed,"By the end of this course, students will be able to:
1. Understand the basics of Docker containers and how they are used in web development.
2. Use Docker to create, run, and manage containers for web applications.
3. Implement best practices for building and deploying web applications using Docker containers.
4. Troubleshoot common issues related to Docker containers in a web development environment.",https://www.west-jones.org/,"[51790, 17427, 65138, 4645, 74525, 32486, 87630, 14296, 54260, 19087, 65695, 66233, 28003, 61919, 92603, 1564, 17452, 97426, 66091, 34517, 11868, 98378, 60303, 91501, 86260, 53840, 78913, 11883, 70729, 30733, 60181, 35072, 76017, 39573, 84516, 47620, 69799, 96460, 25566, 54242, 3431, 44160, 2391, 10463, 3568, 51488, 13187]",https://placekitten.com/659/201,"[{'Rating': 2.4, 'Comment': 'Page community fish open already carry single wear. Person blood tell cell keep health. Usually sound teacher general.'}, {'Rating': 3.4, 'Comment': 'Huge account raise whatever measure. Memory white wear nice trade must that. Arm raise suffer before sure.'}, {'Rating': 3.8, 'Comment': 'Policy law service law never. Up think picture pressure. Ground must their audience candidate region year skin.'}, {'Rating': 1.3, 'Comment': 'Ability control better write whether prevent worry oil. Must official there successful suggest between religious. According image grow theory fine program with attack.'}, {'Rating': 4.3, 'Comment': 'She mean provide now country almost.'}, {'Rating': 2.2, 'Comment': 'Score bit film successful piece wall industry. More remember no set arm for hair much. Surface people something technology factor chair spend.'}, {'Rating': 3.8, 'Comment': 'East single behavior first. Standard door response second best.'}]"
1,2,6,Web Development with Flask,English,https://picsum.photos/122/55,737,2.4,10,712,9,2024-04-12,2024-01-22,Intermediate,Percentage,"By the end of this course, students will be able to:
- Create interactive web applications using Python and the Flask framework
- Implement a RESTful API to interact with databases and client-side applications
- Design and deploy web applications using Flask and popular front-end technologies
- Utilize best practices in web development including security, performance optimization, and scalability
- Troubleshoot and debug common issues in web applications built with Flask.",http://rivas-harris.info/,"[79937, 7457, 24139, 11559, 64339, 73406, 90278, 5371, 63758, 22742, 97709, 76351, 56222, 12844, 26755, 2647, 81785, 70716, 66882, 94820, 65286, 1388, 67109, 31027, 92754, 66680]",https://placekitten.com/691/195,"[{'Rating': 2.0, 'Comment': 'Fly summer so leave market light. American brother respond.'}, {'Rating': 3.4, 'Comment': 'Get organization town alone choice their. Television thank ask road. Analysis on and message character property number. Clearly fly ahead east if son.'}, {'Rating': 1.7, 'Comment': 'Your across center success hot.'}, {'Rating': 1.9, 'Comment': 'There interest unit again everything professor capital. Soon save such natural such floor behind.'}, {'Rating': 4.2, 'Comment': 'More six interest loss hospital.'}, {'Rating': 4.4, 'Comment': 'Director us heart minute student.'}]"
1,6,7,Introduction to Data Analysis,Arabic,https://picsum.photos/704/651,300,4.5,65,530,9,2024-03-07,2024-03-15,Beginner,Fixed,"- Understand basic concepts and principles of data analysis
- Learn how to collect and clean data for analysis
- Gain proficiency in using statistical tools and techniques
- Interpret and communicate results effectively
- Apply data analysis skills to real-world problems",http://smith-bryant.com/,"[40897, 6132, 62822, 75666, 89296, 89409, 26436, 93448, 8070, 27878, 22944, 47752, 32212, 40869, 49744, 21669, 85275, 66530, 7844, 86934, 39997, 83373, 94414, 21046, 15848, 64660, 4444, 96415, 56145, 1444]",https://picsum.photos/224/607,"[{'Rating': 2.9, 'Comment': 'Today there office. Strategy realize decade wear ask environment. Race computer shoulder single wind learn participant.'}, {'Rating': 2.0, 'Comment': 'Face indicate American back. Give reason plant start area chair. Strategy wonder health series fly side among. Specific federal reason issue agreement discussion conference dinner.'}, {'Rating': 2.5, 'Comment': 'Number film never American. Western control now at south person. Financial event candidate kind offer mind performance list.'}, {'Rating': 1.1, 'Comment': 'Young note strategy sense. Democrat response century sea determine.'}, {'Rating': 4.0, 'Comment': 'Contain speak book effect politics exist expect. More so control someone air more accept.'}, {'Rating': 3.6, 'Comment': 'Close check memory garden. High TV without season feeling evening.'}, {'Rating': 3.0, 'Comment': 'Protect line although best. Animal Mr available serious our. Ground cultural successful pick establish car hospital.'}, {'Rating': 1.2, 'Comment': 'Hotel see everything bill anyone tell organization. Social morning yard support low.'}, {'Rating': 3.8, 'Comment': 'A city everything join. Character end close.'}]"
1,3,7,Data Visualization Techniques,English,https://placekitten.com/71/514,344,4.7,68,982,4,2024-04-26,2024-01-06,Intermediate,Percentage,"Students will be able to:
- Understand the principles of data visualization
- Identify appropriate visualization techniques for different types of data
- Create effective data visualizations using tools such as Tableau or R
- Interpret and analyze data visualizations to draw meaningful insights
- Utilize color, layout, and typography to enhance the clarity and impact of their visualizations",http://moran.com/,"[38709, 39411, 44885, 72995, 49987, 34858, 42852, 30731, 63344, 1073, 81211, 38590, 84519, 81724, 11222, 46582, 60106, 53651, 8777, 46332, 70664, 55370, 56915, 60350, 10512, 176, 66819, 47882, 60473, 35568, 5908, 56803, 94003, 1860, 60187, 67453, 19902, 78908, 93914, 99058, 71209, 98737, 39699, 34748, 19014]",https://placekitten.com/212/412,"[{'Rating': 4.8, 'Comment': 'Sell part first avoid land free. Rule mention though message process now.'}, {'Rating': 4.0, 'Comment': 'Force image change close though. Down discuss three assume crime bed. Enjoy kitchen your could.'}, {'Rating': 3.8, 'Comment': 'Relationship minute final poor fall senior. Discussion task course nation open name important.'}, {'Rating': 1.8, 'Comment': 'Society whose recent church threat remain. Act beyond wish national. Throughout treat collection forget.'}]"
1,9,7,Statistical Analysis with Python,English,https://dummyimage.com/353x794,699,2.7,22,448,5,2024-04-24,2024-02-29,Intermediate,Fixed,"- Understand fundamental statistical concepts and techniques
- Learn how to use Python libraries such as NumPy, Pandas, and Matplotlib for data analysis
- Gain proficiency in data manipulation, cleaning, and visualization
- Develop the skills to perform hypothesis testing and regression analysis using Python
- Learn how to interpret and communicate results from statistical analysis",https://www.walker.com/,"[34939, 12349, 56020, 85871, 72548, 23016, 79847, 90782, 66126, 74466, 17423, 31419, 9745, 74217, 13234, 21287, 74717]",https://picsum.photos/366/848,"[{'Rating': 2.7, 'Comment': 'Media effect unit southern. Road gun guess worker.'}]"
1,9,7,Big Data Analytics,English,https://dummyimage.com/740x756,636,2.3,22,476,5,2024-02-28,2024-03-27,Advanced,Percentage,"- Understand the concepts, technologies, and tools used in Big Data Analytics
- Analyze and interpret large datasets to derive valuable insights
- Apply statistical and machine learning techniques in analyzing Big Data
- Develop skills in data visualization to effectively communicate findings
- Implement Big Data technologies such as Hadoop, Spark, and NoSQL databases
- Evaluate ethical and privacy implications of Big Data analysis",http://www.hamilton.com/,"[21605, 35142, 74985, 84099, 88180, 81234]",https://placekitten.com/499/750,"[{'Rating': 1.8, 'Comment': 'Run local back happen. Degree series author heart whom.'}, {'Rating': 3.0, 'Comment': 'Young almost play mouth light. Alone poor ball young produce movement.'}, {'Rating': 4.4, 'Comment': 'Office hand term beyond. Simply her plan generation teach former now.'}, {'Rating': 3.2, 'Comment': 'Foot rather bill return provide present because begin. Step discussion able some rich.'}, {'Rating': 4.3, 'Comment': 'Mind agreement order son red. Evidence exist look. Hour ever city. Hope policy role about after wife.'}, {'Rating': 2.7, 'Comment': 'Beat participant agree behavior. Citizen few song lead risk surface.'}]"
